Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,total_store_sales,Week_Number,Store_Cluster,Lag_1,Week,Predicted_Sales,Employees_Needed
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,223756130.64,2010-W21,1,1531938.44,21,1612380.7184999979,322.0
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,223756130.64,2010-W22,1,1644470.66,22,1789977.6415000015,358.0
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,223756130.64,2010-W23,1,1857380.09,23,1678872.635899998,336.0
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,223756130.64,2010-W24,1,1685652.35,24,1663668.0219,333.0
6,2010-06-25,1640681.88,0,84.2,2.653,212.8641412,7.092,223756130.64,2010-W25,1,1677248.24,25,1648079.3338999986,330.0
6,2010-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,223756130.64,2010-W26,1,1640681.88,26,1726023.2200000002,345.0
6,2010-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,223756130.64,2010-W27,1,1759777.25,27,1678432.0060000003,336.0
6,2010-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,223756130.64,2010-W28,1,1690317.99,28,1582414.8415999997,316.0
6,2010-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,223756130.64,2010-W29,1,1560120.8,29,1567191.7219,313.0
6,2010-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,223756130.64,2010-W30,1,1585240.92,30,1541702.0910000005,308.0
6,2010-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,223756130.64,2010-W31,1,1532308.78,31,1583285.713100002,317.0
6,2010-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,223756130.64,2010-W32,1,1633241.59,32,1563646.9115000002,313.0
6,2010-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,223756130.64,2010-W33,1,1547654.98,33,1540551.445,308.0
6,2010-08-27,1450766.12,0,85.71,2.619,213.0905324,6.973,223756130.64,2010-W34,1,1539930.5,34,1484733.0551000012,297.0
6,2010-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,223756130.64,2010-W35,1,1450766.12,35,1486023.7964999983,297.0
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,223756130.64,2010-W36,1,1510925.32,36,1457474.4516999987,291.0
6,2010-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,223756130.64,2010-W37,1,1424225.44,37,1341883.7714000002,268.0
6,2010-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,223756130.64,2010-W38,1,1308537.75,38,1307100.0259000019,261.0
6,2010-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,223756130.64,2010-W39,1,1275591.84,39,1323595.3208000003,265.0
6,2010-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,223756130.64,2010-W40,1,1328468.89,40,1369421.5707000017,274.0
6,2010-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,223756130.64,2010-W41,1,1360317.9,41,1371883.0695000007,274.0
6,2010-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,223756130.64,2010-W42,1,1344580.92,42,1351598.2784000009,270.0
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,223756130.64,2010-W43,1,1332716.53,43,1372961.2225000015,275.0
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,223756130.64,2010-W44,1,1385323.7,44,1487486.487600002,297.0
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,223756130.64,2010-W45,1,1505442.15,45,1498792.0609999998,300.0
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,223756130.64,2010-W46,1,1495536.46,46,1515614.0163000003,303.0
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,223756130.64,2010-W47,1,1518841.45,47,2172794.2787000034,435.0
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,223756130.64,2010-W48,1,2267452.4,48,1710096.4576000008,342.0
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,223756130.64,2010-W49,1,1677067.24,49,1833868.0886000001,367.0
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,223756130.64,2010-W50,1,1834737.58,50,2045344.3744999988,409.0
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,223756130.64,2010-W51,1,2090268.95,51,2661174.690600005,532.0
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,223756130.64,2010-W52,1,2727575.18,52,1485418.6679999998,297.0
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,223756130.64,2011-W01,1,1464050.02,1,1391861.3859000022,278.0
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,223756130.64,2011-W02,1,1350441.68,2,1327629.2760999992,266.0
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,223756130.64,2011-W03,1,1306194.55,3,1302102.8173000026,260.0
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,223756130.64,2011-W04,1,1261253.18,4,1277805.6561000017,256.0
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,223756130.64,2011-W05,1,1287034.7,5,1467236.1938000002,293.0
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,223756130.64,2011-W06,1,1514999.17,6,1508950.8808,302.0
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,223756130.64,2011-W07,1,1486920.17,7,1543775.3437000003,309.0
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,223756130.64,2011-W08,1,1572117.54,8,1471611.719100002,294.0
6,2011-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,223756130.64,2011-W09,1,1422600.43,9,1509545.6858999988,302.0
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,223756130.64,2011-W10,1,1502617.99,10,1524373.2529999996,305.0
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,223756130.64,2011-W11,1,1494497.39,11,1624295.820799999,325.0
6,2011-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,223756130.64,2011-W12,1,1685375.47,12,1493676.4822000014,299.0
6,2011-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,223756130.64,2011-W13,1,1438465.81,13,1503158.9052,301.0
6,2011-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,223756130.64,2011-W14,1,1459276.77,14,1543722.0233999998,309.0
6,2011-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,223756130.64,2011-W15,1,1534594.0,15,1493792.6188000003,299.0
6,2011-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,223756130.64,2011-W16,1,1448797.02,16,1592934.5136000025,319.0
6,2011-04-29,1479249.9,0,75.27,3.81,217.1847255,6.855,223756130.64,2011-W17,1,1639358.93,17,1530212.9905000024,306.0
6,2011-05-06,1504651.57,0,65.42,3.906,217.3547569,6.855,223756130.64,2011-W18,1,1479249.9,18,1515062.508499998,303.0
6,2011-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,223756130.64,2011-W19,1,1504651.57,19,1490405.5580000014,298.0
6,2011-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,223756130.64,2011-W20,1,1453185.65,20,1428525.9191999992,286.0
6,2011-05-27,1523979.11,0,80.83,3.786,217.0544307,6.855,223756130.64,2011-W21,1,1382783.83,21,1496712.6901000005,299.0
6,2011-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,223756130.64,2011-W22,1,1523979.11,22,1640631.917100001,328.0
6,2011-06-10,1598643.65,0,84.49,3.648,216.5840732,6.855,223756130.64,2011-W23,1,1705506.29,23,1611388.2238000024,322.0
6,2011-06-17,1622150.33,0,87.08,3.637,216.5371616,6.855,223756130.64,2011-W24,1,1598643.65,24,1605803.453100001,321.0
6,2011-06-24,1543365.9,0,85.51,3.594,216.6314502,6.855,223756130.64,2011-W25,1,1622150.33,25,1565388.8449000027,313.0
6,2011-07-01,1694551.15,0,87.0,3.524,216.7257388,6.925,223756130.64,2011-W26,1,1543365.9,26,1645267.9345000023,329.0
6,2011-07-08,1709373.62,0,88.36,3.48,216.8200275,6.925,223756130.64,2011-W27,1,1694551.15,27,1674942.425400002,335.0
6,2011-07-15,1526801.24,0,88.93,3.575,216.9044732,6.925,223756130.64,2011-W28,1,1709373.62,28,1550330.1073999999,310.0
6,2011-07-22,1526506.08,0,88.06,3.651,216.964312,6.925,223756130.64,2011-W29,1,1526801.24,29,1522582.3936999994,305.0
6,2011-07-29,1483991.05,0,90.22,3.682,217.0241507,6.925,223756130.64,2011-W30,1,1526506.08,30,1500040.4099999995,300.0
6,2011-08-05,1601584.57,0,91.46,3.684,217.0839894,6.925,223756130.64,2011-W31,1,1483991.05,31,1556835.8932999969,311.0
6,2011-08-12,1484995.38,0,90.49,3.638,217.1438281,6.925,223756130.64,2011-W32,1,1601584.57,32,1505993.6003999985,301.0
6,2011-08-19,1493544.04,0,89.26,3.554,217.2069662,6.925,223756130.64,2011-W33,1,1484995.38,33,1493558.4773000004,299.0
6,2011-08-26,1420405.41,0,90.07,3.523,217.2706543,6.925,223756130.64,2011-W34,1,1493544.04,34,1444776.179499998,289.0
6,2011-09-02,1481618.74,0,91.22,3.533,217.3343423,6.925,223756130.64,2011-W35,1,1420405.41,35,1470716.8194999986,294.0
6,2011-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,223756130.64,2011-W36,1,1481618.74,36,1481130.5684999991,296.0
6,2011-09-16,1351407.79,0,84.94,3.526,217.5797506,6.925,223756130.64,2011-W37,1,1483574.38,37,1394911.0386000013,279.0
6,2011-09-23,1336044.75,0,78.49,3.467,217.9188471,6.925,223756130.64,2011-W38,1,1351407.79,38,1353034.1862,271.0
6,2011-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,223756130.64,2011-W39,1,1336044.75,39,1321411.997500001,264.0
6,2011-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,223756130.64,2011-W40,1,1307551.92,40,1426810.365200001,285.0
6,2011-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,223756130.64,2011-W41,1,1481739.2,41,1414010.7386999992,283.0
6,2011-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,223756130.64,2011-W42,1,1386520.99,42,1427273.3556000018,285.0
6,2011-10-28,1419445.12,0,69.51,3.372,219.237049,6.551,223756130.64,2011-W43,1,1417922.37,43,1430679.8875000011,286.0
6,2011-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,223756130.64,2011-W44,1,1419445.12,44,1517518.4750999992,304.0
6,2011-11-11,1536176.54,0,61.33,3.297,219.5631135,6.551,223756130.64,2011-W45,1,1523420.38,45,1539794.9807000011,308.0
6,2011-11-18,1524390.07,0,63.89,3.308,219.7897137,6.551,223756130.64,2011-W46,1,1536176.54,46,1532238.5837999987,306.0
6,2011-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,223756130.64,2011-W47,1,1524390.07,47,2171170.215900003,434.0
6,2011-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,223756130.64,2011-W48,1,2249811.55,48,1716394.3615000015,343.0
6,2011-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,223756130.64,2011-W49,1,1688531.34,49,1893242.4883999974,379.0
6,2011-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,223756130.64,2011-W50,1,1903385.14,50,2113750.6342000007,423.0
6,2011-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,223756130.64,2011-W51,1,2034695.56,51,2580914.2921000035,516.0
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,223756130.64,2011-W52,1,2644633.02,52,1560628.5236000002,312.0
6,2012-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,223756130.64,2012-W01,1,1598080.52,1,1463736.1797999993,293.0
6,2012-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,223756130.64,2012-W02,1,1395339.71,2,1348823.8429000012,270.0
6,2012-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,223756130.64,2012-W03,1,1344243.17,3,1332837.4940000009,267.0
6,2012-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,223756130.64,2012-W04,1,1326255.7,4,1342031.4779999992,268.0
6,2012-02-03,1496305.78,0,57.45,3.36,221.7707093,6.132,223756130.64,2012-W05,1,1315610.66,5,1481550.4318000006,296.0
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,223756130.64,2012-W06,1,1496305.78,6,1591075.5094999992,318.0
6,2012-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,223756130.64,2012-W07,1,1620603.92,7,1613216.971700001,323.0
6,2012-02-24,1465187.71,0,59.17,3.555,222.2392726,6.132,223756130.64,2012-W08,1,1632616.09,8,1505739.6591999992,301.0
6,2012-03-02,1550385.65,0,60.32,3.63,222.4521862,6.132,223756130.64,2012-W09,1,1465187.71,9,1552124.4536000022,310.0
6,2012-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,223756130.64,2012-W10,1,1550385.65,10,1574540.0634000017,315.0
6,2012-03-16,1748010.29,0,62.8,3.734,222.8186603,6.132,223756130.64,2012-W11,1,1569304.4,11,1675503.9123000014,335.0
6,2012-03-23,1495143.62,0,63.71,3.787,222.8930835,6.132,223756130.64,2012-W12,1,1748010.29,12,1540541.4098000012,308.0
6,2012-03-30,1508933.26,0,67.91,3.845,222.9675066,6.132,223756130.64,2012-W13,1,1495143.62,13,1544850.3131000008,309.0
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,223756130.64,2012-W14,1,1508933.26,14,1723524.2033999988,345.0
6,2012-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,223756130.64,2012-W15,1,1840131.19,15,1604912.4266999995,321.0
6,2012-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,223756130.64,2012-W16,1,1616394.45,16,1513177.3416999986,303.0
6,2012-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,223756130.64,2012-W17,1,1456073.24,17,1489496.8265999982,298.0
6,2012-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,223756130.64,2012-W18,1,1456221.1,18,1551520.6073000007,310.0
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,223756130.64,2012-W19,1,1543461.12,19,1527051.4963999996,305.0
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,223756130.64,2012-W20,1,1517075.67,20,1521787.8187999993,304.0
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,223756130.64,2012-W21,1,1513635.64,21,1592893.4556999994,319.0
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,223756130.64,2012-W22,1,1603793.42,22,1653258.905299999,331.0
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,223756130.64,2012-W23,1,1681121.38,23,1678969.1388000012,336.0
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,223756130.64,2012-W24,1,1696619.52,24,1644304.9479,329.0
6,2012-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,223756130.64,2012-W25,1,1642247.48,25,1666025.081,333.0
6,2012-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,223756130.64,2012-W26,1,1618272.25,26,1633297.0888999999,327.0
6,2012-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,223756130.64,2012-W27,1,1648863.46,27,1823361.3808999974,365.0
6,2012-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,223756130.64,2012-W28,1,1876359.39,28,1615456.186,323.0
6,2012-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,223756130.64,2012-W29,1,1588142.26,29,1569979.946999999,314.0
6,2012-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,223756130.64,2012-W30,1,1574361.97,30,1542223.2376999983,308.0
6,2012-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,223756130.64,2012-W31,1,1513229.16,31,1596273.4155000013,319.0
6,2012-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,223756130.64,2012-W32,1,1627274.93,32,1588891.4529999995,318.0
6,2012-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,223756130.64,2012-W33,1,1588380.73,33,1550427.7608,310.0
6,2012-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,223756130.64,2012-W34,1,1543049.52,34,1526793.7981999994,305.0
6,2012-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,223756130.64,2012-W35,1,1501095.49,35,1557952.8092000007,312.0
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,223756130.64,2012-W36,1,1577439.81,36,1590460.3388000014,318.0
6,2012-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,223756130.64,2012-W37,1,1608077.01,37,1446680.2634000003,289.0
6,2012-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,223756130.64,2012-W38,1,1375166.86,38,1430542.330300001,286.0
6,2012-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,223756130.64,2012-W39,1,1425603.65,39,1407759.919399999,282.0
6,2012-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,223756130.64,2012-W40,1,1369131.46,40,1475177.0391999993,295.0
6,2012-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,223756130.64,2012-W41,1,1518177.71,41,1470072.6885000018,294.0
6,2012-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,223756130.64,2012-W42,1,1459396.84,42,1452930.4190999991,291.0
6,2012-10-26,1431426.34,0,72.34,3.506,225.0686254,5.329,223756130.64,2012-W43,1,1436883.99,43,1454996.8944000013,291.0
7,2010-02-12,524104.92,1,25.9,2.572,189.4642725,9.014,81598275.14,2010-W06,2,496725.44,6,521092.9113000007,104.0
7,2010-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,81598275.14,2010-W07,2,524104.92,7,510630.16349999956,102.0
7,2010-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,81598275.14,2010-W08,2,506760.54,8,494021.1414,99.0
7,2010-03-05,491419.55,0,35.86,2.62,189.6695049,9.014,81598275.14,2010-W09,2,496083.24,9,491894.42659999995,98.0
7,2010-03-12,480452.1,0,27.25,2.684,189.7372075,9.014,81598275.14,2010-W10,2,491419.55,10,489211.1244000003,98.0
7,2010-03-19,574450.23,0,29.04,2.692,189.734262,9.014,81598275.14,2010-W11,2,480452.1,11,543705.0290999992,109.0
7,2010-03-26,514731.6,0,23.33,2.717,189.7195417,9.014,81598275.14,2010-W12,2,574450.23,12,530110.9536000007,106.0
7,2010-04-02,561145.14,0,38.26,2.725,189.7048215,8.963,81598275.14,2010-W13,2,514731.6,13,539567.1861000002,108.0
7,2010-04-09,484263.25,0,33.79,2.75,189.6901012,8.963,81598275.14,2010-W14,2,561145.14,14,512830.2164000003,103.0
7,2010-04-16,406228.19,0,41.89,2.765,189.6628845,8.963,81598275.14,2010-W15,2,484263.25,15,442091.40179999976,88.0
7,2010-04-23,404751.25,0,43.07,2.776,189.6190057,8.963,81598275.14,2010-W16,2,406228.19,16,404671.2295,81.0
7,2010-04-30,373655.61,0,38.99,2.766,189.575127,8.963,81598275.14,2010-W17,2,404751.25,17,386802.1102999997,77.0
7,2010-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,81598275.14,2010-W18,2,373655.61,18,392290.7180999993,78.0
7,2010-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,81598275.14,2010-W19,2,395453.83,19,387766.2682999997,78.0
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,81598275.14,2010-W20,2,372673.61,20,398967.41239999945,80.0
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,81598275.14,2010-W21,2,395195.65,21,424568.38979999983,85.0
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,81598275.14,2010-W22,2,442734.55,22,492221.7573999995,98.0
7,2010-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,81598275.14,2010-W23,2,509183.22,23,502974.6613999997,101.0
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,81598275.14,2010-W24,2,498580.87,24,495080.2982000008,99.0
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,81598275.14,2010-W25,2,481144.09,25,531048.0173999995,106.0
7,2010-07-02,575570.77,0,61.31,2.728,189.4882603,9.017,81598275.14,2010-W26,2,553714.87,26,576673.559200001,115.0
7,2010-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,81598275.14,2010-W27,2,575570.77,27,580213.7826000008,116.0
7,2010-07-16,557166.35,0,62.19,2.699,189.6125456,9.017,81598275.14,2010-W28,2,593462.34,28,574654.1692000008,115.0
7,2010-07-23,570231.21,0,64.64,2.691,189.774698,9.017,81598275.14,2010-W29,2,557166.35,29,572646.3077000006,115.0
7,2010-07-30,603547.16,0,66.07,2.69,189.9368504,9.017,81598275.14,2010-W30,2,570231.21,30,594253.695799999,119.0
7,2010-08-06,643854.17,0,61.7,2.69,190.0990028,9.017,81598275.14,2010-W31,2,603547.16,31,620502.630900001,124.0
7,2010-08-13,598185.4,0,60.13,2.723,190.2611552,9.017,81598275.14,2010-W32,2,643854.17,32,612874.6892999993,123.0
7,2010-08-20,582353.17,0,59.59,2.732,190.2948237,9.017,81598275.14,2010-W33,2,598185.4,33,586018.9429000011,117.0
7,2010-08-27,554309.24,0,57.57,2.731,190.3284922,9.017,81598275.14,2010-W34,2,582353.17,34,562598.4153000005,113.0
7,2010-09-03,532765.05,0,49.84,2.773,190.3621607,9.017,81598275.14,2010-W35,2,554309.24,35,540528.7701999996,108.0
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,81598275.14,2010-W36,2,532765.05,36,535056.8632000004,107.0
7,2010-09-17,489408.53,0,48.56,2.8,190.4688287,9.017,81598275.14,2010-W37,2,535769.32,37,503704.2070000006,101.0
7,2010-09-24,488008.83,0,47.55,2.793,190.5713264,9.017,81598275.14,2010-W38,2,489408.53,38,484930.670399999,97.0
7,2010-10-01,448998.73,0,49.99,2.759,190.6738241,9.137,81598275.14,2010-W39,2,488008.83,39,459670.8270999995,92.0
7,2010-10-08,480239.88,0,44.13,2.745,190.7763218,9.137,81598275.14,2010-W40,2,448998.73,40,478492.86970000045,96.0
7,2010-10-15,463370.48,0,35.86,2.762,190.8623087,9.137,81598275.14,2010-W41,2,480239.88,41,471958.0522999994,94.0
7,2010-10-22,472450.81,0,36.84,2.762,190.9070184,9.137,81598275.14,2010-W42,2,463370.48,42,473528.01480000024,95.0
7,2010-10-29,465493.15,0,34.78,2.748,190.951728,9.137,81598275.14,2010-W43,2,472450.81,43,472088.4250999994,94.0
7,2010-11-05,480512.44,0,49.44,2.729,190.9964377,9.137,81598275.14,2010-W44,2,465493.15,44,480362.97739999974,96.0
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,81598275.14,2010-W45,2,480512.44,45,501248.4093999993,100.0
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,81598275.14,2010-W46,2,507584.29,46,498462.13519999967,100.0
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,81598275.14,2010-W47,2,482528.36,47,759092.8363,152.0
7,2010-12-03,552811.62,0,21.88,2.712,190.9931437,9.137,81598275.14,2010-W48,2,835189.26,48,706892.9831999997,141.0
7,2010-12-10,599730.07,0,24.24,2.728,190.9741069,9.137,81598275.14,2010-W49,2,552811.62,49,603365.1535000002,121.0
7,2010-12-17,716388.81,0,20.74,2.778,191.0303376,9.137,81598275.14,2010-W50,2,599730.07,50,693534.2436000007,139.0
7,2010-12-24,1045124.88,0,26.04,2.781,191.1430189,9.137,81598275.14,2010-W51,2,716388.81,51,976917.7645999995,195.0
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,81598275.14,2010-W52,2,1045124.88,52,787064.2577999996,157.0
7,2011-01-07,661163.94,0,10.09,2.882,191.3683815,8.818,81598275.14,2011-W01,2,729572.08,1,675364.3150999994,135.0
7,2011-01-14,547384.9,0,11.32,2.911,191.4784939,8.818,81598275.14,2011-W02,2,661163.94,2,581611.7090999996,116.0
7,2011-01-21,521539.46,0,25.4,2.973,191.5731924,8.818,81598275.14,2011-W03,2,547384.9,3,526619.0913000007,105.0
7,2011-01-28,513372.17,0,10.11,3.008,191.667891,8.818,81598275.14,2011-W04,2,521539.46,4,526195.8495000008,105.0
7,2011-02-04,558027.77,0,-2.06,3.011,191.7625895,8.818,81598275.14,2011-W05,2,513372.17,5,531766.1657000007,106.0
7,2011-02-11,559903.13,1,10.24,3.037,191.8572881,8.818,81598275.14,2011-W06,2,558027.77,6,563167.0030000005,113.0
7,2011-02-18,572387.47,0,17.3,3.051,191.9178331,8.818,81598275.14,2011-W07,2,559903.13,7,562845.6383999998,113.0
7,2011-02-25,546690.84,0,17.46,3.101,191.9647167,8.818,81598275.14,2011-W08,2,572387.47,8,551331.6102000012,110.0
7,2011-03-04,551378.39,0,21.84,3.232,192.0116004,8.818,81598275.14,2011-W09,2,546690.84,9,551697.3103000001,110.0
7,2011-03-11,558963.83,0,20.7,3.372,192.058484,8.818,81598275.14,2011-W10,2,551378.39,10,559535.2827999993,112.0
7,2011-03-18,635014.69,0,27.69,3.406,192.1237981,8.818,81598275.14,2011-W11,2,558963.83,11,594526.6436999995,119.0
7,2011-03-25,559061.58,0,25.69,3.414,192.1964844,8.818,81598275.14,2011-W12,2,635014.69,12,567525.1604999992,114.0
7,2011-04-01,513409.67,0,24.83,3.461,192.2691707,8.595,81598275.14,2011-W13,2,559061.58,13,538855.8352000007,108.0
7,2011-04-08,500552.16,0,30.64,3.532,192.3418571,8.595,81598275.14,2011-W14,2,513409.67,14,497410.10869999917,99.0
7,2011-04-15,423380.14,0,27.79,3.611,192.4225954,8.595,81598275.14,2011-W15,2,500552.16,15,463859.14170000004,93.0
7,2011-04-22,466594.89,0,31.84,3.636,192.5234638,8.595,81598275.14,2011-W16,2,423380.14,16,447143.86250000016,89.0
7,2011-04-29,410429.73,0,26.79,3.663,192.6243322,8.595,81598275.14,2011-W17,2,466594.89,17,436476.46019999974,87.0
7,2011-05-06,407012.47,0,26.54,3.735,192.7252006,8.595,81598275.14,2011-W18,2,410429.73,18,413684.46449999954,83.0
7,2011-05-13,414094.05,0,36.61,3.767,192.826069,8.595,81598275.14,2011-W19,2,407012.47,19,414043.1796999997,83.0
7,2011-05-20,424670.98,0,36.16,3.828,192.831317,8.595,81598275.14,2011-W20,2,414094.05,20,421945.09289999964,84.0
7,2011-05-27,457216.87,0,37.51,3.795,192.8365651,8.595,81598275.14,2011-W21,2,424670.98,21,452571.06099999964,91.0
7,2011-06-03,542295.37,0,45.77,3.763,192.8418131,8.595,81598275.14,2011-W22,2,457216.87,22,517416.6018999993,103.0
7,2011-06-10,621099.95,0,53.3,3.735,192.8470612,8.595,81598275.14,2011-W23,2,542295.37,23,597211.4460000007,119.0
7,2011-06-17,610991.35,0,48.79,3.697,192.9034759,8.595,81598275.14,2011-W24,2,621099.95,24,616686.4773000006,123.0
7,2011-06-24,640043.97,0,46.85,3.661,192.9982655,8.595,81598275.14,2011-W25,2,610991.35,25,628553.7297999997,126.0
7,2011-07-01,704344.21,0,58.54,3.597,193.0930552,8.622,81598275.14,2011-W26,2,640043.97,26,683641.5955000004,137.0
7,2011-07-08,761793.94,0,59.08,3.54,193.1878448,8.622,81598275.14,2011-W27,2,704344.21,27,734647.8135999996,147.0
7,2011-07-15,642748.21,0,54.37,3.532,193.3125484,8.622,81598275.14,2011-W28,2,761793.94,28,675391.2345000005,135.0
